CompoundName,smiles_std,vDILI-Concern,dili_label
Dihydroergotamine mesylate,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,vNo-DILI-concern,0
Digoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,vNo-DILI-concern,0
Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,vNo-DILI-concern,0
Difelikefalin acetate,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1,vNo-DILI-concern,0
Diethylpropion hydrochloride,CCN(CC)C(C)C(=O)c1ccccc1,vNo-DILI-concern,0
Fluorescein sodium,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,vNo-DILI-concern,0
Dicyclomine hydrochloride,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,vNo-DILI-concern,0
Fluorodopa f-18,NC(Cc1cc(O)c(O)cc1F)C(=O)O,vNo-DILI-concern,0
Dichlorphenamide,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,vNo-DILI-concern,0
Dimercaprol,OCC(S)CS,vNo-DILI-concern,0
Quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,vNo-DILI-concern,0
Diatrizoate sodium,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,vNo-DILI-concern,0
Dextrose,OCC1OC(O)C(O)C(O)C1O,vNo-DILI-concern,0
Dextromethorphan polistirex,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,vNo-DILI-concern,0
Dextroamphetamine sulfate,CC(N)Cc1ccccc1,vNo-DILI-concern,0
Paromomycin sulfate,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,vNo-DILI-concern,0
Dexpanthenol,CC(C)(CO)C(O)C(=O)NCCCO,vNo-DILI-concern,0
Pancuronium bromide,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,vNo-DILI-concern,0
Dimenhydrinate,CN(C)CCOC(c1ccccc1)c1ccccc1,vNo-DILI-concern,0
Fludarabine phosphate,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,vNo-DILI-concern,0
Penicillin v potassium,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,vNo-DILI-concern,0
Dopamine hydrochloride,NCCc1ccc(O)c(O)c1,vNo-DILI-concern,0
Droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,vNo-DILI-concern,0
Finerenone,CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,vNo-DILI-concern,0
Doxylamine succinate,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,vNo-DILI-concern,0
Propantheline bromide,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,vNo-DILI-concern,0
Penbutolol sulfate,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,vNo-DILI-concern,0
Flibanserin,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,vNo-DILI-concern,0
Doxapram hydrochloride,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,vNo-DILI-concern,0
Florbetaben f-18,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1,vNo-DILI-concern,0
Protirelin,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,vNo-DILI-concern,0
Protriptyline hydrochloride,CNCCCC1c2ccccc2C=Cc2ccccc21,vNo-DILI-concern,0
Florbetapir f-18,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1,vNo-DILI-concern,0
Prucalopride succinate,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,vNo-DILI-concern,0
Pyrantel pamoate,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,vNo-DILI-concern,0
Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,vNo-DILI-concern,0
Flortaucipir f-18,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,vNo-DILI-concern,0
Fluciclovine f-18,NC1(C(=O)O)CC(F)C1,vNo-DILI-concern,0
Pyridoxine hydrochloride,Cc1ncc(CO)c(CO)c1O,vNo-DILI-concern,0
Diphenoxylate,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,vNo-DILI-concern,0
Stiripentol,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,vNo-DILI-concern,0
Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,vNo-DILI-concern,0
Triheptanoin,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,vNo-DILI-concern,0
Morphine sulfate,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,vNo-DILI-concern,0
Tyramine,NCCc1ccc(O)cc1,vNo-DILI-concern,0
Ubrogepant,CC1C(c2ccccc2)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,vNo-DILI-concern,0
Migalastat hydrochloride,OCC1NCC(O)C(O)C1O,vNo-DILI-concern,0
Umeclidinium bromide,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,vNo-DILI-concern,0
Uridine triacetate,CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,vNo-DILI-concern,0
Urofollitropin,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,vNo-DILI-concern,0
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,vNo-DILI-concern,0
Linaclotide,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,vNo-DILI-concern,0
Argipressin,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,vNo-DILI-concern,0
Arginine hydrochloride,NC(N)=NCCCC(N)C(=O)O,vNo-DILI-concern,0
Argatroban,CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,vNo-DILI-concern,0
Midodrine hydrochloride,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,vNo-DILI-concern,0
Midazolam hydrochloride,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,vNo-DILI-concern,0
Apremilast,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,vNo-DILI-concern,0
Apomorphine hydrochloride,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,vNo-DILI-concern,0
Liothyronine sodium,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,vNo-DILI-concern,0
Apalutamide,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,vNo-DILI-concern,0
Angiotensin ii acetate,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,vNo-DILI-concern,0
Metyrosine,CC(N)(Cc1ccc(O)cc1)C(=O)O,vNo-DILI-concern,0
Vecuronium bromide,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1,vNo-DILI-concern,0
Lofexidine hydrochloride,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,vNo-DILI-concern,0
Miglitol,OCCN1CC(O)C(O)C(O)C1CO,vNo-DILI-concern,0
Trospium chloride,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,vNo-DILI-concern,0
Levorphanol tartrate,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,vNo-DILI-concern,0
Trientine hydrochloride,NCCNCCNCCN,vNo-DILI-concern,0
Lasmiditan succinate,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,vNo-DILI-concern,0
Lemborexant,Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)Nc2ccc(F)cn2)c(C)n1,vNo-DILI-concern,0
Tranexamic acid,NCC1CCC(C(=O)O)CC1,vNo-DILI-concern,0
Mivacurium chloride,COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,vNo-DILI-concern,0
Mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,vNo-DILI-concern,0
Leucovorin calcium,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,vNo-DILI-concern,0
Minoxidil,N=c1nc(N2CCCCC2)cc(N)n1O,vNo-DILI-concern,0
Baloxavir marboxil,COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O,vNo-DILI-concern,0
Bacitracin,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,vNo-DILI-concern,0
Azilsartan kamedoxomil,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,vNo-DILI-concern,0
Levonorgestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,vNo-DILI-concern,0
Levocarnitine,C[N+](C)(C)CC(O)CC(=O)[O-],vNo-DILI-concern,0
Succinylcholine chloride,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,vNo-DILI-concern,0
Trihexyphenidyl hydrochloride,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,vNo-DILI-concern,0
Avatrombopag maleate,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,vNo-DILI-concern,0
Miglustat,CCCCN1CC(O)C(O)C(O)C1CO,vNo-DILI-concern,0
Avanafil,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,vNo-DILI-concern,0
Triprolidine hydrochloride,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,vNo-DILI-concern,0
Atropine,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,vNo-DILI-concern,0
Metyrapone,CC(C)(C(=O)c1cccnc1)c1cccnc1,vNo-DILI-concern,0
Loperamide hydrochloride,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,vNo-DILI-concern,0
Vericiguat,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,vNo-DILI-concern,0
Adenosine,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,vNo-DILI-concern,0
Vosoritide,CCC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C2CCCN2C(=O)C(Cc2cnc[nH]2)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C2CCCN2)CSSCC(C(=O)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)CNC1=O,vNo-DILI-concern,0
Voxelotor,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,vNo-DILI-concern,0
Alfentanil hydrochloride,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,vNo-DILI-concern,0
Methsuximide,CN1C(=O)CC(C)(c2ccccc2)C1=O,vNo-DILI-concern,0
Macimorelin acetate,CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)NC=O,vNo-DILI-concern,0
Albuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,vNo-DILI-concern,0
Methscopolamine bromide,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,vNo-DILI-concern,0
Maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,vNo-DILI-concern,0
Zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,vNo-DILI-concern,0
Almotriptan malate,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,vNo-DILI-concern,0
Acetylcysteine,CC(=O)NC(CS)C(=O)O,vNo-DILI-concern,0
Acetylcholine chloride,CC(=O)OCC[N+](C)(C)C,vNo-DILI-concern,0
Mecamylamine hydrochloride,CNC1(C)C2CCC(C2)C1(C)C,vNo-DILI-concern,0
Methionine,CSCCC(N)C(=O)O,vNo-DILI-concern,0
Meclizine hydrochloride,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,vNo-DILI-concern,0
Methamphetamine hydrochloride,CNC(C)Cc1ccccc1,vNo-DILI-concern,0
Metaproterenol sulfate,CC(C)NCC(O)c1cc(O)cc(O)c1,vNo-DILI-concern,0
Mepenzolate bromide,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,vNo-DILI-concern,0
Meperidine hydrochloride,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,vNo-DILI-concern,0
Lusutrombopag,CCCCCCOC(C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(C=C(C)C(=O)O)c(Cl)c3)n2)c1OC,vNo-DILI-concern,0
Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,vNo-DILI-concern,0
Vibegron,O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21,vNo-DILI-concern,0
Lubiprostone,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,vNo-DILI-concern,0
Ammonium chloride,N,vNo-DILI-concern,0
Vilazodone hydrochloride,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,vNo-DILI-concern,0
Viloxazine hydrochloride,CCOc1ccccc1OCC1CNCCO1,vNo-DILI-concern,0
Loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,vNo-DILI-concern,0
Methysergide maleate,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,vNo-DILI-concern,0
Aminophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,vNo-DILI-concern,0
Aminohippurate sodium,Nc1ccc(C(=O)NCC(=O)O)cc1,vNo-DILI-concern,0
Aminocaproic acid,NCCCCCC(=O)O,vNo-DILI-concern,0
Methylnaltrexone bromide,C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,vNo-DILI-concern,0
Amikacin sulfate,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,vNo-DILI-concern,0
Lurasidone hydrochloride,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,vNo-DILI-concern,0
Amifostine,NCCCNCCSP(=O)(O)O,vNo-DILI-concern,0
Methylergonovine maleate,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,vNo-DILI-concern,0
Amifampridine,Nc1ccncc1N,vNo-DILI-concern,0
Vitamin C,O=C1OC(C(O)CO)C(O)=C1O,vNo-DILI-concern,0
Ambenonium chloride,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,vNo-DILI-concern,0
Vitamin E,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,vNo-DILI-concern,0
Alvimopan,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,vNo-DILI-concern,0
Voclosporin,C=CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,vNo-DILI-concern,0
Vorapaxar sulfate,CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1,vNo-DILI-concern,0
Bendamustine hydrochloride,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,vNo-DILI-concern,0
Phenoxybenzamine hydrochloride,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,vNo-DILI-concern,0
Nifurtimox,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,vNo-DILI-concern,0
Kanamycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,vNo-DILI-concern,0
Cabergoline,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,vNo-DILI-concern,0
Naloxegol oxalate,C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,vNo-DILI-concern,0
Naloxone hydrochloride,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,vNo-DILI-concern,0
Abaloparatide,CCC(C)C(NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(C(=O)NC(C)C(N)=O)C(C)O,vNo-DILI-concern,0
Ivabradine hydrochloride,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,vNo-DILI-concern,0
Brexanolone,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,vNo-DILI-concern,0
Brexpiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,vNo-DILI-concern,0
Tirofiban hydrochloride,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,vNo-DILI-concern,0
Brilliant blue g,CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,vNo-DILI-concern,0
Brivaracetam,CCCC1CC(=O)N(C(CC)C(N)=O)C1,vNo-DILI-concern,0
Calcium acetate,CC(=O)O,vNo-DILI-concern,0
Calcitriol,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,vNo-DILI-concern,0
Carbinoxamine maleate,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,vNo-DILI-concern,0
Calcitonin salmon,CC(C)CC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)O)C(C)O)C(C)O,vNo-DILI-concern,0
Istradefylline,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,vNo-DILI-concern,0
Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,vNo-DILI-concern,0
Isoxsuprine hydrochloride,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,vNo-DILI-concern,0
Tiludronate disodium,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,vNo-DILI-concern,0
Caffeine citrate,Cn1c(=O)c2c(ncn2C)n(C)c1=O,vNo-DILI-concern,0
Carboprost tromethamine,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,vNo-DILI-concern,0
Topotecan hydrochloride,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,vNo-DILI-concern,0
Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,vNo-DILI-concern,0
Indocyanine green,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,vNo-DILI-concern,0
Isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,vNo-DILI-concern,0
Carglumic acid,NC(=O)NC(CCC(=O)O)C(=O)O,vNo-DILI-concern,0
Butorphanol tartrate,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,vNo-DILI-concern,0
Bivalirudin,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)O,vNo-DILI-concern,0
Suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,vNo-DILI-concern,0
Ioversol,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,vNo-DILI-concern,0
Nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,vNo-DILI-concern,0
Sufentanil citrate,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,vNo-DILI-concern,0
Iodipamide sodium,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,vNo-DILI-concern,0
Sugammadex sodium,O=C(O)CCSCC1OC2OC3C(CSCCC(=O)O)OC(OC4C(CSCCC(=O)O)OC(OC5C(CSCCC(=O)O)OC(OC6C(CSCCC(=O)O)OC(OC7C(CSCCC(=O)O)OC(OC8C(CSCCC(=O)O)OC(OC9C(CSCCC(=O)O)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,vNo-DILI-concern,0
Ioflupane i-123,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,vNo-DILI-concern,0
Terazosin hydrochloride,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,vNo-DILI-concern,0
Lactulose,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,vNo-DILI-concern,0
Iothalamate meglumine,CNCC(O)C(O)C(O)C(O)CO,vNo-DILI-concern,0
Lactitol,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,vNo-DILI-concern,0
Benzphetamine hydrochloride,CC(Cc1ccccc1)N(C)Cc1ccccc1,vNo-DILI-concern,0
Bisacodyl,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,vNo-DILI-concern,0
Benztropine mesylate,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,vNo-DILI-concern,0
